,emotion,text,hidden_emo_text,label
5151,sadness,for no reason. I felt sadness encompassing me for days. There was nothing that made me feel like this and logically I was aware of that and yet I couldn't lift myself out of the sadness. I simply had to wait for it to pass.,for no reason. I felt ... encompassing me for days. There was nothing that made me feel like this and logically I was aware of that and yet I couldn't lift myself out of the .... I simply had to wait for it to pass.,4
1498,disgust,"I felt disgust when watching the show, Squid Game, because it is quite gruesome, which was unexpected.","I felt ... when watching the show, Squid Game, because it is quite gruesome, which was unexpected.",1
395,anger,I felt angry when my long term relationship broke down after the birth of my daughter. I felt let down and upset.,I felt ... when my long term relationship broke down after the birth of my daughter. I felt let down and ....,0
2825,joy,I passed my final year school exams,I passed my final year school exams,3
2866,joy,WHEN I WON $500 ON THE LOTTERY TICKET.,WHEN I WON $500 ON THE LOTTERY TICKET.,3
529,anger,my roommates threw a birthday party for me but then ended up leaving and not telling me the truth about where they went,my roommates threw a birthday party for me but then ended up leaving and not telling me the truth about where they went,0
1825,fear,My 2 year old had a seizure,My 2 year old had a seizure,2
1597,disgust,"I clicked accidentally on a YouTube video where a person with maggots in their gums was being filmed. I just kept watching despite the fact it was stomach-churning for me,","I clicked accidentally on a YouTube video where a person with maggots in their gums was being filmed. I just kept watching despite the fact it was stomach-churning for me,",1
5111,sadness,I felt sadness when my dad left,I felt ... when my dad left,4
1933,fear,I recently decided to leave my current job in the middle of a pandemic with no backup plan. I resigned from my job as I have depression and anxiety and it was mostly caused by my work. My work is as a civil Servant and I frequently support people with complex needs but I feel that the system is not fit for purpose. I have also had depression and anxiety for a long time so I class it as a disability but my employer has not been good at all and does not view my mental health as a disability and did not give me any reasonable adjustments. I felt a lot of fear when I resigned from my job as I was scared about what I would do financially if my savings run out and scared about the uncertainty of finding new work in the pandemic where there is a threat to my health and safety. I also felt fear about what others would think of me and what my managers reaction would be.,I recently decided to leave my current job in the middle of a pandemic with no backup plan. I resigned from my job as I have depression and anxiety and it was mostly caused by my work. My work is as a civil Servant and I frequently support people with complex needs but I feel that the system is not fit for purpose. I have also had depression and anxiety for a long time so I class it as a disability but my employer has not been good at all and does not view my mental health as a disability and did not give me any reasonable adjustments. I felt a lot of ... when I resigned from my job as I was ... about what I would do financially if my savings run out and ... about the uncertainty of finding new work in the pandemic where there is a threat to my health and safety. I also felt ... about what others would think of me and what my managers reaction would be.,2
1914,fear,my dog ran away and we could find him for hours,my dog ran away and we could find him for hours,2
